Family,Gene
GCA_003503255.1_CDS_4174,"['GCA_000165835.1_CDS_1333', 'GCA_003503255.1_CDS_4174', 'GCA_014353695.1_CDS_1434', 'GCA_014490035.1_CDS_4877', 'GCA_014529725.1_CDS_4222', 'GCF_002192695.1_CDS_2874', 'GCF_002192705.1_CDS_6318']"
GCF_009363015.1_CDS_5495,['GCF_009363015.1_CDS_5495']
GCA_001299295.1_CDS_4295,['GCA_001299295.1_CDS_4295']
GCF_001641525.1_CDS_0020,"['GCA_001641525.1_CDS_0020', 'GCF_001641525.1_CDS_0020', 'GCF_009363015.1_CDS_2753']"
GCA_001566985.1_CDS_2759,"['GCA_001566985.1_CDS_2759', 'GCF_001641525.1_CDS_3767', 'GCF_009363015.1_CDS_0764']"
GCA_000165835.1_CDS_3688,['GCA_000165835.1_CDS_3688']
AC5204_G1324_CDS_5446,['AC5204_G1324_CDS_5446']
JMCD_G1433_CDS_1534,['JMCD_G1433_CDS_1534']
GCA_001558755.2_CDS_5673,['GCA_001558755.2_CDS_5673']
NJ7201_G1323_CDS_5117,['NJ7201_G1323_CDS_5117']
GCA_017745625.1_CDS_3382,['GCA_017745625.1_CDS_3382']
GCA_001299235.1_CDS_0453,['GCA_001299235.1_CDS_0453']
GCA_027922385.1_CDS_4623,"['GCA_027922385.1_CDS_4623', 'GCF_009363015.1_CDS_5082']"
GCA_022488505.1_CDS_4593,"['GCA_022444285.1_CDS_1541', 'GCA_022488505.1_CDS_4593']"
GCA_036035015.1_CDS_5721,"['GCA_025426095.1_CDS_1362', 'GCA_036035015.1_CDS_5721']"
JMCD_G1434_CDS_1224,['JMCD_G1434_CDS_1224']
GCA_001558755.2_CDS_1470,"['GCA_001558755.2_CDS_1470', 'NJ7201_G1323_CDS_3181']"
PCF1_G1387_CDS_2202,"['PCF1_G1387_CDS_2202', 'PCF1_G1388_CDS_2215', 'PCF1_G1401_CDS_1870', 'PCF1_G1417_CDS_5732', 'PCF1_G1418_CDS_5780', 'PCF1_G1423_CDS_6575']"
GCA_003503255.1_CDS_5351,"['GCA_003503255.1_CDS_5351', 'GCA_014353695.1_CDS_5087', 'GCA_014490035.1_CDS_1810', 'GCA_014529725.1_CDS_5232']"
GCA_001299235.1_CDS_5939,"['GCA_001299235.1_CDS_5939', 'GCA_040438975.1_CDS_5287']"
GCF_002192705.1_CDS_3519,"['GCF_002192695.1_CDS_4600', 'GCF_002192705.1_CDS_3519']"
GCA_900009125.1_CDS_0084,"['GCA_038024685.1_CDS_4121', 'GCA_900009125.1_CDS_0084']"
GCA_034424905.1_CDS_6283,"['GCA_034424885.1_CDS_6275', 'GCA_034424905.1_CDS_6283']"
JMCD_G1434_CDS_2501,"['GCA_001276035.1_CDS_0472', 'JMCD_G1434_CDS_2501']"
GCA_001558755.2_CDS_4389,['GCA_001558755.2_CDS_4389']
PCF1_G1387_CDS_1165,['PCF1_G1387_CDS_1165']
GCA_001299195.1_CDS_3357,"['GCA_001298795.1_CDS_3216', 'GCA_001299195.1_CDS_3357']"
DC32_G1318_CDS_1581,"['DC32_G1318_CDS_1581', 'GCA_001298915.1_CDS_2877', 'GCA_001299175.1_CDS_5241', 'GCA_001299195.1_CDS_2727', 'NJ810_G1325_CDS_1581']"
G1413_CDS_4781,"['G1413_CDS_4781', 'G1414_CDS_0835', 'PCF1_G1423_CDS_2168']"
GCA_001299115.1_CDS_3990,['GCA_001299115.1_CDS_3990']
EHA_G1407_CDS_1600,"['EHA_G1407_CDS_1600', 'EHB_G1408_CDS_1990', 'EHC_G1409_CDS_2048', 'EHD_G1410_CDS_1628', 'G1413_CDS_5453']"
G1414_CDS_1480,['G1414_CDS_1480']
JMCD_G1433_CDS_7661,['JMCD_G1433_CDS_7661']
GCA_900009125.1_CDS_0741,"['GCA_900009125.1_CDS_0741', 'GCA_900009125.1_CDS_0768', 'GCA_900010105.1_CDS_0809', 'GCA_900010105.1_CDS_2615']"
GCA_001558915.2_CDS_1811,['GCA_001558915.2_CDS_1811']
NJ7201_G1323_CDS_4912,['NJ7201_G1323_CDS_4912']
GCA_017745625.1_CDS_2006,"['GCA_001957065.1_CDS_3348', 'GCA_017745625.1_CDS_2006', 'GCA_025426095.1_CDS_1402']"
GCA_001038045.1_CDS_1457,"['GCA_001038045.1_CDS_1457', 'GCA_001813885.1_CDS_1665']"
GCA_027529585.1_CDS_3288,['GCA_027529585.1_CDS_3288']
GCA_022488545.1_CDS_1520,['GCA_022488545.1_CDS_1520']
GCA_003503255.1_CDS_2232,"['GCA_003503255.1_CDS_2232', 'GCA_014353695.1_CDS_6028', 'GCA_014490035.1_CDS_1866', 'GCA_014529725.1_CDS_0553']"
GCA_001558915.2_CDS_1943,['GCA_001558915.2_CDS_1943']
GCA_013343135.1_CDS_4792,"['GCA_013343135.1_CDS_4792', 'GCA_016027035.1_CDS_6049', 'GCA_022870085.1_CDS_4306']"
GCA_022488545.1_CDS_1411,['GCA_022488545.1_CDS_1411']
GCA_001558755.2_CDS_1743,"['GCA_001558755.2_CDS_1743', 'GCA_002083165.2_CDS_4808', 'GCA_008631215.1_CDS_0088', 'GCA_010815595.1_CDS_3654', 'GCA_016403305.1_CDS_0096', 'GCA_016599195.1_CDS_1870', 'GCA_016728825.1_CDS_3056']"
PCF1_G1388_CDS_0112,"['PCF1_G1388_CDS_0112', 'PCF1_G1417_CDS_3646', 'PCF1_G1418_CDS_3640']"
GCA_023703405.1_CDS_0198,['GCA_023703405.1_CDS_0198']
GCF_002192695.1_CDS_3755,"['GCA_000165835.1_CDS_2334', 'GCA_017745625.1_CDS_2949', 'GCF_002192695.1_CDS_3755', 'GCF_002192705.1_CDS_1280']"
NJ7201_G1323_CDS_3048,['NJ7201_G1323_CDS_3048']
GCA_022488545.1_CDS_1409,['GCA_022488545.1_CDS_1409']
GCF_001641525.1_CDS_3330,"['GCA_001566985.1_CDS_4033', 'GCA_001641525.1_CDS_3253', 'GCF_001641525.1_CDS_3330']"
GCA_034424885.1_CDS_1351,"['GCA_013413495.1_CDS_5870', 'GCA_034424885.1_CDS_1351', 'GCA_034424905.1_CDS_1034', 'GCA_034424925.1_CDS_0069', 'GCF_002192695.1_CDS_1179']"
DC32_G1318_CDS_3710,"['DC32_G1318_CDS_3710', 'HH1101_G1394_CDS_0005', 'NJ810_G1325_CDS_3710']"
GCA_034078005.1_CDS_4729,['GCA_034078005.1_CDS_4729']
GCA_003503255.1_CDS_4200,"['GCA_000165835.1_CDS_1368', 'GCA_003503255.1_CDS_4200', 'GCA_014353695.1_CDS_1460', 'GCA_014490035.1_CDS_4851', 'GCA_014529725.1_CDS_4248', 'GCF_002192695.1_CDS_2911', 'GCF_002192705.1_CDS_6281']"
GCA_022488545.1_CDS_1390,['GCA_022488545.1_CDS_1390']
GCA_013343135.1_CDS_1284,"['GCA_013343135.1_CDS_1284', 'GCA_016027035.1_CDS_3419', 'GCA_016403305.1_CDS_1791', 'GCA_016728825.1_CDS_4744', 'GCA_022870085.1_CDS_1676']"
GCA_000165835.1_CDS_6712,['GCA_000165835.1_CDS_6712']
GCF_002192705.1_CDS_1584,"['GCA_000165835.1_CDS_4905', 'GCF_002192705.1_CDS_1584']"
GCA_027529565.1_CDS_5506,['GCA_027529565.1_CDS_5506']
G1414_CDS_3155,['G1414_CDS_3155']
GCA_017745625.1_CDS_1612,['GCA_017745625.1_CDS_1612']
GCA_016599195.1_CDS_3381,"['GCA_016599195.1_CDS_3381', 'GCA_017745625.1_CDS_0337', 'GCA_025426095.1_CDS_3523', 'GCA_032703345.1_CDS_2469', 'GCA_040438975.1_CDS_2357', 'GCA_900010105.1_CDS_4908', 'GCF_002192705.1_CDS_4134']"
GCF_001654705.1_CDS_0069,['GCF_001654705.1_CDS_0069']
JMCD_G1434_CDS_3244,"['G1413_CDS_2433', 'JMCD_G1434_CDS_3244']"
GCA_027529805.1_CDS_5972,"['GCA_027529805.1_CDS_5972', 'GCA_028462445.1_CDS_5399', 'GCA_900009115.1_CDS_3453']"
GCA_028745525.1_CDS_2964,['GCA_028745525.1_CDS_2964']
JMCD_G1433_CDS_7302,"['JMCD_G1432_CDS_6021', 'JMCD_G1433_CDS_7302']"
GCA_001558755.2_CDS_0834,['GCA_001558755.2_CDS_0834']
GCA_001558915.2_CDS_5254,"['GCA_001299095.1_CDS_4811', 'GCA_001299115.1_CDS_0202', 'GCA_001299415.1_CDS_4999', 'GCA_001558915.2_CDS_5254']"
AC5204_G1324_CDS_0945,"['AC5204_G1324_CDS_0945', 'G1412_CDS_0041', 'G1414_CDS_5388', 'GCA_036527295.1_CDS_0936', 'JMCD_G1432_CDS_0042', 'PCF1_G1423_CDS_5438']"
GCA_008631215.1_CDS_2959,['GCA_008631215.1_CDS_2959']
PCF1_G1387_CDS_2778,"['PCF1_G1387_CDS_2778', 'PCF1_G1388_CDS_2761', 'PCF1_G1417_CDS_0490', 'PCF1_G1418_CDS_0490']"
GCA_027922385.1_CDS_1623,['GCA_027922385.1_CDS_1623']
JMCD_G1432_CDS_0691,['JMCD_G1432_CDS_0691']
GCA_000967095.1_CDS_2123,['GCA_000967095.1_CDS_2123']
GCA_036527295.1_CDS_2951,['GCA_036527295.1_CDS_2951']
GCA_001807115.1_CDS_3659,"['GCA_001051055.1_CDS_2528', 'GCA_001807115.1_CDS_3659', 'GCA_013282255.1_CDS_5378', 'GCA_017745625.1_CDS_4987', 'GCA_022488545.1_CDS_1936', 'GCA_036035015.1_CDS_3207']"
GCA_022488545.1_CDS_1618,['GCA_022488545.1_CDS_1618']
PCF1_G1387_CDS_0534,"['PCF1_G1387_CDS_0534', 'PCF1_G1388_CDS_0531', 'PCF1_G1401_CDS_3625', 'PCF1_G1417_CDS_4069', 'PCF1_G1418_CDS_4060', 'PCF1_G1423_CDS_1798', 'PCF1_G1423_CDS_1799']"
JMCD_G1434_CDS_0638,"['JMCD_G1432_CDS_5174', 'JMCD_G1433_CDS_0623', 'JMCD_G1434_CDS_0638']"
GCA_001641525.1_CDS_3204,"['GCA_001566985.1_CDS_4082', 'GCA_001641525.1_CDS_3204', 'GCF_001641525.1_CDS_3281', 'GCF_009363015.1_CDS_4244']"
EHA_G1407_CDS_1467,"['EHA_G1407_CDS_1467', 'EHB_G1408_CDS_1403', 'EHC_G1409_CDS_1142', 'EHD_G1410_CDS_0420']"
GCA_003503255.1_CDS_3172,"['GCA_000165835.1_CDS_6019', 'GCA_003503255.1_CDS_3172', 'GCA_014353695.1_CDS_3396', 'GCA_014490035.1_CDS_5787', 'GCA_014529725.1_CDS_0863', 'GCF_002192695.1_CDS_1557', 'GCF_002192705.1_CDS_3180']"
G1412_CDS_1258,['G1412_CDS_1258']
GCA_025818255.1_CDS_0625,"['GCA_001957065.1_CDS_3473', 'GCA_017745625.1_CDS_2188', 'GCA_025818255.1_CDS_0625', 'GCA_033096405.1_CDS_2015']"
GCA_000967095.1_CDS_5751,"['GCA_000508285.1_CDS_4061', 'GCA_000967095.1_CDS_5751', 'GCA_001707475.1_CDS_1843', 'GCA_001707485.1_CDS_4021']"
GCA_001299335.1_CDS_0336,"['GCA_001299235.1_CDS_0619', 'GCA_001299335.1_CDS_0336', 'GCA_001807115.1_CDS_2460']"
GCF_009363015.1_CDS_3843,['GCF_009363015.1_CDS_3843']
GCA_022488505.1_CDS_4589,"['GCA_022444285.1_CDS_1537', 'GCA_022488505.1_CDS_4589']"
GCA_000165835.1_CDS_6469,"['GCA_000165835.1_CDS_6469', 'GCA_001299335.1_CDS_6141', 'GCA_001807115.1_CDS_4098', 'GCA_023703405.1_CDS_3384', 'GCF_002192695.1_CDS_2468']"
GCA_000967095.1_CDS_0875,['GCA_000967095.1_CDS_0875']
GCA_022488505.1_CDS_4594,"['GCA_022444285.1_CDS_1542', 'GCA_022488505.1_CDS_4594']"
JMCD_G1433_CDS_2863,['JMCD_G1433_CDS_2863']
GCA_016403305.1_CDS_0122,"['GCA_016403305.1_CDS_0122', 'GCA_016728825.1_CDS_3082', 'GCA_025426095.1_CDS_2117']"
GCA_001299035.1_CDS_2319,"['GCA_001298915.1_CDS_3600', 'GCA_001299035.1_CDS_2319', 'GCA_001299095.1_CDS_3832', 'GCA_001299215.1_CDS_2152', 'GCA_001299265.1_CDS_4771', 'GCA_001299295.1_CDS_3269']"
NJ7201_G1323_CDS_5275,['NJ7201_G1323_CDS_5275']
GCF_029837835.1_CDS_0431,"['AC5204_G1324_CDS_7695', 'GCA_029837755.1_CDS_6453', 'GCF_029837835.1_CDS_0431']"
GCA_003503255.1_CDS_1911,"['GCA_003503255.1_CDS_1911', 'GCA_014353695.1_CDS_1854', 'GCA_014490035.1_CDS_3743', 'GCA_014529725.1_CDS_2708']"
GCF_009363015.1_CDS_3398,['GCF_009363015.1_CDS_3398']
GCA_022488515.1_CDS_0313,['GCA_022488515.1_CDS_0313']
HH1101_G1394_CDS_4479,"['DC32_G1318_CDS_2896', 'HH1101_G1394_CDS_4479', 'NJ810_G1325_CDS_2857']"
GCF_001641525.1_CDS_2105,['GCF_001641525.1_CDS_2105']
GCF_002192695.1_CDS_2662,"['GCF_002192695.1_CDS_2632', 'GCF_002192695.1_CDS_2662', 'JMCD_G1432_CDS_1725']"
JMCD_G1432_CDS_6634,['JMCD_G1432_CDS_6634']
GCA_001566985.1_CDS_1722,"['GCA_001566985.1_CDS_1722', 'GCA_001641525.1_CDS_4110', 'GCF_001641525.1_CDS_4217', 'GCF_009363015.1_CDS_0361']"
G1413_CDS_4441,"['G1412_CDS_4533', 'G1412_CDS_4534', 'G1412_CDS_4535', 'G1413_CDS_4441', 'G1414_CDS_1156', 'G1414_CDS_1157', 'G1414_CDS_1158']"
PCF1_G1423_CDS_0393,"['PCF1_G1401_CDS_2372', 'PCF1_G1423_CDS_0393']"
AC5204_G1324_CDS_6195,['AC5204_G1324_CDS_6195']
GCA_033096405.1_CDS_4137,"['DC32_G1318_CDS_5934', 'GCA_033096405.1_CDS_4137']"
AC5204_G1324_CDS_7058,['AC5204_G1324_CDS_7058']
GCA_000165835.1_CDS_6723,"['GCA_000165835.1_CDS_6723', 'GCA_003293615.1_CDS_5696', 'GCF_009363015.1_CDS_5611']"
GCA_027529805.1_CDS_3565,"['GCA_001299015.1_CDS_0897', 'GCA_001299215.1_CDS_3364', 'GCA_027529805.1_CDS_3565', 'GCA_028462445.1_CDS_2138', 'GCA_900009115.1_CDS_4247']"
JMCD_G1432_CDS_0495,"['DC32_G1318_CDS_1725', 'JMCD_G1432_CDS_0495']"
GCA_000967095.1_CDS_3128,['GCA_000967095.1_CDS_3128']
GCA_032703345.1_CDS_3583,['GCA_032703345.1_CDS_3583']
NJ7201_G1323_CDS_0922,"['AC5204_G1324_CDS_5302', 'GCA_025818255.1_CDS_2950', 'GCA_038024685.1_CDS_2884', 'JMCD_G1432_CDS_4413', 'NJ7201_G1323_CDS_0922']"
GCA_038024675.1_CDS_4467,['GCA_038024675.1_CDS_4467']
GCA_001815885.1_CDS_0814,['GCA_001815885.1_CDS_0814']
GCF_001654705.1_CDS_1083,"['GCA_001558755.2_CDS_3847', 'GCA_001654705.1_CDS_1031', 'GCF_001654705.1_CDS_1083']"
G1413_CDS_0913,"['G1412_CDS_0895', 'G1413_CDS_0913']"
G1414_CDS_3907,"['G1412_CDS_1631', 'G1413_CDS_1630', 'G1414_CDS_3907']"
JMCD_G1432_CDS_7497,"['GCA_001298895.1_CDS_4993', 'GCA_001299155.1_CDS_5582', 'JMCD_G1432_CDS_7497', 'JMCD_G1433_CDS_7603']"
GCF_002192695.1_CDS_6320,['GCF_002192695.1_CDS_6320']
GCA_001299055.1_CDS_3231,"['GCA_001299055.1_CDS_3231', 'GCA_027529815.1_CDS_4830', 'GCF_001541435.1_CDS_2168']"
GCA_017745625.1_CDS_0478,['GCA_017745625.1_CDS_0478']
GCA_001558755.2_CDS_6000,['GCA_001558755.2_CDS_6000']
GCA_000165835.1_CDS_1099,"['GCA_000165835.1_CDS_1099', 'GCF_009363015.1_CDS_2400']"
GCF_009363015.1_CDS_3442,['GCF_009363015.1_CDS_3442']
GCA_000165835.1_CDS_3958,['GCA_000165835.1_CDS_3958']
JMCD_G1434_CDS_7324,['JMCD_G1434_CDS_7324']
GCA_001654705.1_CDS_2491,"['GCA_001299415.1_CDS_5002', 'GCA_001654705.1_CDS_2491', 'GCA_008631215.1_CDS_4765', 'GCA_022444285.1_CDS_2539', 'GCA_022488505.1_CDS_2440', 'GCF_001654705.1_CDS_2581']"
G1414_CDS_0391,['G1414_CDS_0391']
GCA_001815885.1_CDS_0826,['GCA_001815885.1_CDS_0826']
GCA_001299415.1_CDS_5012,"['GCA_001299415.1_CDS_5012', 'GCA_001957065.1_CDS_2539']"
GCA_001541435.1_CDS_5347,['GCA_001541435.1_CDS_5347']
GCA_001299055.1_CDS_6346,['GCA_001299055.1_CDS_6346']
GCA_038024235.1_CDS_0078,['GCA_038024235.1_CDS_0078']
GCA_028745525.1_CDS_3997,['GCA_028745525.1_CDS_3997']
AC5204_G1324_CDS_4547,"['AC5204_G1324_CDS_4547', 'GCA_001299235.1_CDS_0347', 'GCA_001299265.1_CDS_0792', 'GCA_027529585.1_CDS_0900']"
AC5204_G1324_CDS_7592,['AC5204_G1324_CDS_7592']
G1414_CDS_0151,"['G1413_CDS_5533', 'G1414_CDS_0151', 'GCA_001558915.2_CDS_3040', 'PCF1_G1423_CDS_2865']"
JMCD_G1432_CDS_7527,"['GCA_001299155.1_CDS_5562', 'JMCD_G1432_CDS_7527', 'JMCD_G1433_CDS_7632', 'JMCD_G1434_CDS_7777']"
GCA_000967095.1_CDS_2743,['GCA_000967095.1_CDS_2743']
GCA_000165835.1_CDS_6774,['GCA_000165835.1_CDS_6774']
GCA_001298895.1_CDS_5350,"['GCA_001298895.1_CDS_5350', 'GCA_001298895.1_CDS_5861']"
AC5204_G1324_CDS_2100,"['AC5204_G1324_CDS_2100', 'JMCD_G1432_CDS_1163', 'JMCD_G1433_CDS_4674', 'JMCD_G1434_CDS_4794']"
NJ7201_G1323_CDS_2108,['NJ7201_G1323_CDS_2108']
GCA_022488515.1_CDS_1776,['GCA_022488515.1_CDS_1776']
GCA_027922385.1_CDS_1400,['GCA_027922385.1_CDS_1400']
JMCD_G1432_CDS_2864,"['AC5204_G1324_CDS_3832', 'JMCD_G1432_CDS_2864']"
GCA_001558755.2_CDS_1879,['GCA_001558755.2_CDS_1879']
GCA_034424905.1_CDS_6313,"['GCA_010815595.1_CDS_3532', 'GCA_023703405.1_CDS_4186', 'GCA_027529565.1_CDS_4056', 'GCA_027529815.1_CDS_5452', 'GCA_028745525.1_CDS_0615', 'GCA_034424885.1_CDS_5914', 'GCA_034424905.1_CDS_6313']"
GCA_027529805.1_CDS_6016,"['GCA_027529805.1_CDS_6016', 'GCA_028462445.1_CDS_5355', 'GCA_900009115.1_CDS_3498']"
GCA_040438975.1_CDS_0508,['GCA_040438975.1_CDS_0508']
G1412_CDS_4578,"['AC5204_G1324_CDS_5068', 'G1412_CDS_4578']"
AC5204_G1324_CDS_1953,['AC5204_G1324_CDS_1953']
GCA_003503255.1_CDS_1336,"['GCA_003503255.1_CDS_1336', 'GCA_014353695.1_CDS_3562', 'GCA_014490035.1_CDS_1024', 'GCA_014529725.1_CDS_1829', 'GCF_002192695.1_CDS_0934']"
G1413_CDS_6371,['G1413_CDS_6371']
GCF_002192705.1_CDS_6190,"['GCF_002192695.1_CDS_2811', 'GCF_002192705.1_CDS_6190']"
PCF1_G1387_CDS_5308,['PCF1_G1387_CDS_5308']
GCA_023703405.1_CDS_5073,"['GCA_001299175.1_CDS_1099', 'GCA_023703405.1_CDS_5073']"
GCF_002192695.1_CDS_4321,['GCF_002192695.1_CDS_4321']
GCA_001558755.2_CDS_0245,['GCA_001558755.2_CDS_0245']
G1412_CDS_2238,['G1412_CDS_2238']
EHD_G1410_CDS_1592,"['EHC_G1409_CDS_2084', 'EHD_G1410_CDS_1592']"
JMCD_G1432_CDS_5386,"['AC5204_G1324_CDS_6354', 'JMCD_G1432_CDS_5386']"
AC5204_G1324_CDS_3005,['AC5204_G1324_CDS_3005']
JMCD_G1432_CDS_1820,['JMCD_G1432_CDS_1820']
GCF_002192695.1_CDS_5286,['GCF_002192695.1_CDS_5286']
PCF1_G1423_CDS_1606,"['JMCD_G1434_CDS_1371', 'PCF1_G1423_CDS_1606']"
GCA_000967095.1_CDS_3587,"['GCA_000967095.1_CDS_3587', 'GCA_001299265.1_CDS_1776', 'GCA_001957065.1_CDS_1543', 'GCA_034078005.1_CDS_2522']"
GCA_003503255.1_CDS_2041,"['GCA_000165835.1_CDS_6332', 'GCA_003503255.1_CDS_2041', 'GCA_014353695.1_CDS_1906', 'GCA_014490035.1_CDS_6051', 'GCA_014529725.1_CDS_3109', 'GCA_027922385.1_CDS_2129']"
PCF1_G1423_CDS_2266,['PCF1_G1423_CDS_2266']
GCA_001299235.1_CDS_0631,"['GCA_001299055.1_CDS_6212', 'GCA_001299235.1_CDS_0631']"
JMCD_G1434_CDS_4620,"['JMCD_G1432_CDS_1323', 'JMCD_G1434_CDS_4620']"
GCA_900009115.1_CDS_4725,['GCA_900009115.1_CDS_4725']
EHA_G1407_CDS_2946,"['EHA_G1407_CDS_2946', 'EHB_G1408_CDS_3868', 'EHC_G1409_CDS_4459', 'EHD_G1410_CDS_3781']"
GCA_029837755.1_CDS_4859,"['GCA_001299335.1_CDS_4347', 'GCA_016403305.1_CDS_1811', 'GCA_016728825.1_CDS_4764', 'GCA_029837755.1_CDS_4859', 'GCA_034078005.1_CDS_4763', 'GCA_900010105.1_CDS_5136', 'GCF_029837835.1_CDS_5385']"
GCA_001707475.1_CDS_1633,"['GCA_001707475.1_CDS_1633', 'GCA_001707485.1_CDS_0066', 'GCA_001957065.1_CDS_2452', 'GCA_025818255.1_CDS_5009', 'GCA_033096405.1_CDS_0168', 'GCF_001707485.1_CDS_0067']"
GCA_027922385.1_CDS_2545,['GCA_027922385.1_CDS_2545']
GCA_001957065.1_CDS_3575,"['GCA_001957065.1_CDS_3575', 'GCA_025818255.1_CDS_0598', 'GCA_033096405.1_CDS_1910', 'NJ7201_G1323_CDS_3085']"
GCA_001566985.1_CDS_0604,['GCA_001566985.1_CDS_0604']
JMCD_G1432_CDS_2091,"['GCA_001815885.1_CDS_4979', 'JMCD_G1432_CDS_2091', 'JMCD_G1433_CDS_3721', 'JMCD_G1434_CDS_3807']"
GCA_003293615.1_CDS_5698,"['GCA_000165835.1_CDS_6725', 'GCA_003293615.1_CDS_5698', 'GCF_009363015.1_CDS_5609']"
GCA_001298795.1_CDS_3888,"['GCA_001298795.1_CDS_3888', 'GCA_001299015.1_CDS_2941', 'GCA_001299115.1_CDS_4816']"
GCA_022444285.1_CDS_1334,['GCA_022444285.1_CDS_1334']
JMCD_G1432_CDS_7505,"['GCA_003293615.1_CDS_5764', 'JMCD_G1432_CDS_7505', 'JMCD_G1433_CDS_7611', 'JMCD_G1434_CDS_7800']"
GCA_001298795.1_CDS_3152,"['GCA_001298795.1_CDS_3152', 'GCA_001299195.1_CDS_3881', 'GCA_029837755.1_CDS_1155', 'GCF_029837835.1_CDS_1541']"
GCA_027922385.1_CDS_4622,['GCA_027922385.1_CDS_4622']
GCA_003293615.1_CDS_5722,['GCA_003293615.1_CDS_5722']
GCA_001558755.2_CDS_5454,['GCA_001558755.2_CDS_5454']
G1413_CDS_2335,['G1413_CDS_2335']
JMCD_G1432_CDS_5651,"['JMCD_G1432_CDS_5651', 'JMCD_G1434_CDS_0134']"
GCA_010815595.1_CDS_2156,['GCA_010815595.1_CDS_2156']
PCF1_G1401_CDS_5767,"['G1412_CDS_1335', 'PCF1_G1401_CDS_5767']"
GCA_001807115.1_CDS_3145,['GCA_001807115.1_CDS_3145']
GCA_029837755.1_CDS_6150,"['GCA_029837755.1_CDS_6150', 'GCA_900010105.1_CDS_0114', 'GCF_029837835.1_CDS_3543']"
GCA_001299265.1_CDS_2684,"['GCA_001299265.1_CDS_2684', 'GCA_001815885.1_CDS_2572', 'GCA_001957065.1_CDS_0358']"
GCA_001641525.1_CDS_3586,"['GCA_001566985.1_CDS_4983', 'GCA_001641525.1_CDS_3586', 'GCA_027922385.1_CDS_3303', 'GCF_001641525.1_CDS_3672', 'GCF_009363015.1_CDS_5002']"
JMCD_G1433_CDS_3810,"['JMCD_G1433_CDS_3810', 'JMCD_G1434_CDS_3895']"
GCA_017745625.1_CDS_4674,"['GCA_017745625.1_CDS_4674', 'NJ7201_G1323_CDS_2865']"
GCF_002192695.1_CDS_5183,['GCF_002192695.1_CDS_5183']
GCA_001558755.2_CDS_0689,['GCA_001558755.2_CDS_0689']
AC5204_G1324_CDS_3052,['AC5204_G1324_CDS_3052']
GCF_001541435.1_CDS_1758,"['GCA_001541435.1_CDS_1719', 'GCF_001541435.1_CDS_1758']"
GCA_001707475.1_CDS_0989,"['GCA_001299175.1_CDS_3276', 'GCA_001558755.2_CDS_1689', 'GCA_001707475.1_CDS_0989', 'GCA_016599195.1_CDS_1927']"
EHA_G1407_CDS_3094,"['EHA_G1407_CDS_3094', 'EHB_G1408_CDS_3412', 'EHC_G1409_CDS_4001', 'EHD_G1410_CDS_3474']"
GCF_003031105.1_CDS_3080,['GCF_003031105.1_CDS_3080']
DC32_G1318_CDS_3023,"['DC32_G1318_CDS_3023', 'HH1101_G1394_CDS_4352', 'NJ810_G1325_CDS_2983']"
GCA_001299265.1_CDS_3552,['GCA_001299265.1_CDS_3552']
GCA_036035015.1_CDS_3254,['GCA_036035015.1_CDS_3254']
GCA_013282255.1_CDS_0599,"['GCA_013282255.1_CDS_0599', 'GCA_013413495.1_CDS_5189', 'GCA_036527295.1_CDS_4513', 'GCA_042235685.1_CDS_3611']"
GCA_000508285.1_CDS_1908,['GCA_000508285.1_CDS_1908']
GCA_001299055.1_CDS_4571,['GCA_001299055.1_CDS_4571']
GCF_009363015.1_CDS_5223,['GCF_009363015.1_CDS_5223']
GCA_000967095.1_CDS_0425,['GCA_000967095.1_CDS_0425']
GCA_017745625.1_CDS_0948,['GCA_017745625.1_CDS_0948']
GCA_001299015.1_CDS_0624,['GCA_001299015.1_CDS_0624']
GCA_033096405.1_CDS_5294,['GCA_033096405.1_CDS_5294']
GCF_002192705.1_CDS_3907,['GCF_002192705.1_CDS_3907']
GCA_003503255.1_CDS_5950,"['GCA_000165835.1_CDS_3694', 'GCA_003503255.1_CDS_5950', 'GCA_014353695.1_CDS_2836', 'GCA_014490035.1_CDS_2738', 'GCA_014529725.1_CDS_0613', 'GCF_002192695.1_CDS_5361', 'GCF_002192705.1_CDS_4126']"
EHA_G1407_CDS_3419,"['EHA_G1407_CDS_3419', 'EHB_G1408_CDS_1243', 'EHC_G1409_CDS_1303', 'EHD_G1410_CDS_3969']"
GCF_001654705.1_CDS_3764,"['G1412_CDS_2873', 'G1413_CDS_2830', 'G1414_CDS_2733', 'GCF_001654705.1_CDS_3764']"
GCA_003293615.1_CDS_2326,['GCA_003293615.1_CDS_2326']
GCF_009363015.1_CDS_0318,"['GCA_001566985.1_CDS_1888', 'GCF_009363015.1_CDS_0318']"
GCA_001299195.1_CDS_4735,['GCA_001299195.1_CDS_4735']
GCA_001641525.1_CDS_3276,"['GCA_001566985.1_CDS_3720', 'GCA_001641525.1_CDS_3276', 'GCF_001641525.1_CDS_3354', 'GCF_009363015.1_CDS_3894']"
GCA_001299175.1_CDS_5351,['GCA_001299175.1_CDS_5351']
G1413_CDS_1238,['G1413_CDS_1238']
JMCD_G1432_CDS_5284,"['JMCD_G1432_CDS_5284', 'JMCD_G1433_CDS_0506', 'JMCD_G1434_CDS_0522']"
GCA_038024685.1_CDS_1171,['GCA_038024685.1_CDS_1171']
GCA_028745525.1_CDS_1939,['GCA_028745525.1_CDS_1939']
